transaction_id,timestamp,sender_id,receiver_id,sender_city,receiver_city,amount,transaction_type,upi_app,time_of_day,device_type,is_new_receiver,is_fraud,fraud_type,transaction_status
TXN0000036,2023-01-02 11:35:44,USR47364,USR47104,Ahmedabad,Hyderabad,10511.78,Bill Payment,PhonePe,Morning,Android,0,0,,Success
TXN0000037,2023-01-02 16:00:00,USR08670,USR80668,Ahmedabad,Jaipur,39266.14,Recharge,GPay,Afternoon,iOS,1,0,,Failed
TXN0000038,2023-01-02 19:38:48,USR41928,USR18501,Lucknow,Chennai,489.15,P2P,GPay,Evening,iOS,0,0,,Success
TXN0000039,2023-01-02 20:02:55,USR38671,USR22086,Lucknow,Chennai,19364.42,P2M,PhonePe,Evening,Android,0,0,,Success
TXN0000040,2023-01-02 22:34:52,USR43627,USR22744,Kolkata,Ahmedabad,11226.58,P2M,PhonePe,Night,Feature Phone,0,0,,Reversed
TXN0000041,2023-01-02 22:36:25,USR19640,USR09066,Mumbai,Lucknow,20863.17,Bill Payment,PhonePe,Night,iOS,0,0,,Success
TXN0000042,2023-01-02 23:40:35,USR30372,USR03458,Chennai,Pune,29385.91,P2P,PhonePe,Night,Feature Phone,0,0,,Success
TXN0000043,2023-01-03 00:03:47,USR30960,USR89499,Chennai,Hyderabad,28914.46,P2P,BHIM,Late Night,Android,1,1,Social Engineering,Failed
TXN0000044,2023-01-03 01:00:22,USR16095,USR25107,Delhi,Ahmedabad,8468.46,P2M,GPay,Late Night,iOS,0,0,,Success
TXN0000045,2023-01-03 01:01:01,USR33116,USR99954,Pune,Lucknow,13203.3,P2M,Paytm,Late Night,Android,1,1,Social Engineering,Success
TXN0000046,2023-01-03 01:29:20,USR18037,USR41004,Mumbai,Hyderabad,32261.18,P2P,GPay,Late Night,Android,0,0,,Success
TXN0000047,2023-01-03 01:54:55,USR12623,USR40197,Delhi,Lucknow,34100.81,P2P,PhonePe,Late Night,Android,0,0,,Success
TXN0000048,2023-01-03 02:49:43,USR08145,USR48284,Ahmedabad,Delhi,34914.36,P2M,PhonePe,Late Night,iOS,0,0,,Success
TXN0000049,2023-01-03 03:15:34,USR21376,USR99342,Bangalore,Kolkata,27529.04,P2P,GPay,Late Night,Feature Phone,1,0,,Success
TXN0000050,2023-01-03 03:30:49,USR33347,USR49528,Mumbai,Delhi,25005.8,Recharge,PhonePe,Late Night,Android,0,0,,Success
TXN0000051,2023-01-03 04:16:19,USR17031,USR36315,Lucknow,Chennai,19512.1,P2P,GPay,Late Night,Android,0,1,SIM Swap,Success
TXN0000052,2023-01-03 04:49:41,USR01194,USR32963,Chennai,Lucknow,2645.98,P2M,PhonePe,Late Night,Android,0,0,,Success
TXN0000053,2023-01-03 09:02:30,USR15656,USR10257,Delhi,Mumbai,47233.16,P2M,PhonePe,Morning,Android,0,0,,Success
TXN0000054,2023-01-03 11:14:00,USR20191,USR34846,Kolkata,Bangalore,5268.13,Bill Payment,Paytm,Morning,Android,0,0,,Success
TXN0000055,2023-01-03 12:34:09,USR28179,USR01227,Kolkata,Hyderabad,34127.21,P2P,GPay,Afternoon,Android,0,0,,Success
TXN0000056,2023-01-03 12:39:22,USR14884,USR09399,Jaipur,Jaipur,43868.64,Bill Payment,GPay,Afternoon,Android,0,0,,Success
TXN0000057,2023-01-03 13:03:04,USR07831,USR23540,Delhi,Pune,13391.23,P2P,Amazon Pay,Afternoon,Feature Phone,0,0,,Reversed
TXN0000058,2023-01-03 13:41:43,USR41382,USR08159,Ahmedabad,Hyderabad,8991.53,P2M,GPay,Afternoon,Android,0,0,,Success
TXN0000059,2023-01-03 13:59:37,USR12886,USR12614,Mumbai,Ahmedabad,19799.48,Bill Payment,BHIM,Afternoon,Feature Phone,0,0,,Success
TXN0000060,2023-01-03 14:35:39,USR49410,USR41261,Delhi,Bangalore,6892.44,Recharge,GPay,Afternoon,Android,0,0,,Failed
TXN0000061,2023-01-03 14:39:26,USR30395,USR93630,Chennai,Ahmedabad,19202.29,Bill Payment,Amazon Pay,Afternoon,Feature Phone,1,1,Phishing,Success
TXN0000062,2023-01-03 15:11:02,USR42319,USR81570,Delhi,Delhi,6409.77,P2M,GPay,Afternoon,Android,1,0,,Success
TXN0000063,2023-01-03 15:46:36,USR08960,USR09178,Delhi,Ahmedabad,5204.01,Recharge,GPay,Afternoon,iOS,0,0,,Failed
TXN0000064,2023-01-03 16:16:32,USR36604,USR87934,Bangalore,Ahmedabad,10126.21,P2P,Amazon Pay,Afternoon,iOS,1,0,,Success
TXN0000065,2023-01-03 17:40:21,USR17179,USR11891,Mumbai,Chennai,18599.14,P2M,Paytm,Evening,Android,0,0,,Success
TXN0000066,2023-01-03 18:17:49,USR13382,USR89870,Mumbai,Ahmedabad,18885.57,Bill Payment,GPay,Evening,Android,1,0,,Success
TXN0000067,2023-01-03 18:52:34,USR40461,USR28944,Mumbai,Ahmedabad,34198.3,Recharge,GPay,Evening,Feature Phone,0,0,,Success
TXN0000068,2023-01-03 19:30:00,USR22866,USR32113,Mumbai,Lucknow,5307.82,Bill Payment,GPay,Evening,iOS,0,0,,Success
TXN0000069,2023-01-03 20:13:45,USR32774,USR27049,Delhi,Pune,35847.05,P2P,GPay,Evening,Android,0,0,,Success
TXN0000070,2023-01-03 21:16:56,USR02623,USR37296,Lucknow,Kolkata,47886.15,P2P,Paytm,Night,iOS,0,0,,Failed
TXN0000071,2023-01-03 21:42:56,USR23054,USR04932,Hyderabad,Mumbai,8841.07,P2P,PhonePe,Night,iOS,0,0,,Failed
TXN0000072,2023-01-03 21:52:03,USR40591,USR27279,Bangalore,Pune,21285.21,Shopping,Amazon Pay,Night,Android,0,0,,Success
TXN0000073,2023-01-04 00:19:29,USR15600,USR42934,Kolkata,Delhi,24910.48,P2P,PhonePe,Late Night,Android,0,0,,Success
TXN0000074,2023-01-04 01:56:14,USR38407,USR98579,Mumbai,Kolkata,2800.56,Bill Payment,Paytm,Late Night,Android,1,1,SIM Swap,Reversed
TXN0000075,2023-01-04 02:46:56,USR30124,USR85257,Chennai,Delhi,4999.0,Shopping,GPay,Late Night,iOS,1,1,Fake QR,Reversed
TXN0000076,2023-01-04 03:11:32,USR08481,USR21163,Pune,Kolkata,49979.11,P2P,PhonePe,Late Night,Android,0,0,,Failed
TXN0000077,2023-01-04 03:17:58,USR46639,USR32257,Mumbai,Delhi,31048.92,P2P,Paytm,Late Night,iOS,0,0,,Success
TXN0000078,2023-01-04 04:11:07,USR14489,USR38556,Bangalore,Mumbai,38351.21,P2P,GPay,Late Night,Android,0,0,,Success
TXN0000079,2023-01-04 07:04:49,USR48494,USR99490,Chennai,Kolkata,12591.82,P2M,PhonePe,Morning,Android,1,1,Phishing,Failed
TXN0000080,2023-01-04 08:36:41,USR10045,USR35032,Lucknow,Mumbai,39808.59,P2M,BHIM,Morning,Android,0,0,,Success
TXN0000081,2023-01-04 09:17:35,USR14301,USR24618,Mumbai,Kolkata,29238.14,Bill Payment,GPay,Morning,Android,0,0,,Success
TXN0000082,2023-01-04 09:54:52,USR10086,USR34874,Lucknow,Chennai,42635.81,P2P,PhonePe,Morning,Android,0,0,,Pending
TXN0000083,2023-01-04 10:15:42,USR32759,USR21238,Mumbai,Bangalore,9693.88,P2P,Paytm,Morning,Android,0,0,,Success
TXN0000084,2023-01-04 12:40:10,USR19462,USR80217,Ahmedabad,Mumbai,3285.83,P2P,PhonePe,Afternoon,iOS,1,0,,Success
TXN0000085,2023-01-04 13:05:18,USR29078,USR26841,Pune,Delhi,34858.4,Bill Payment,PhonePe,Afternoon,Android,0,0,,Success
TXN0000086,2023-01-04 13:29:10,USR22408,USR17836,Ahmedabad,Kolkata,40809.53,P2P,PhonePe,Afternoon,Android,0,0,,Success
TXN0000087,2023-01-04 14:53:54,USR42094,USR04528,Ahmedabad,Bangalore,49227.69,P2P,GPay,Afternoon,Feature Phone,0,0,,Success
TXN0000088,2023-01-04 14:55:44,USR26276,USR11406,Chennai,Chennai,2119.82,Bill Payment,Paytm,Afternoon,Android,0,0,,Failed
TXN0000089,2023-01-04 16:25:54,USR03261,USR06868,Lucknow,Chennai,43569.28,Recharge,BHIM,Afternoon,Feature Phone,0,0,,Pending
TXN0000090,2023-01-04 18:11:11,USR04139,USR14246,Lucknow,Delhi,18165.16,Recharge,Paytm,Evening,Feature Phone,0,0,,Success
TXN0000091,2023-01-04 20:14:44,USR43873,USR30272,Mumbai,Delhi,49196.69,P2M,Paytm,Evening,Android,0,0,,Success
TXN0000092,2023-01-04 20:52:20,USR21670,USR19507,Ahmedabad,Delhi,46981.74,P2P,GPay,Evening,Android,0,0,,Success
TXN0000093,2023-01-04 22:21:38,USR06875,USR87574,Delhi,Lucknow,5288.25,Bill Payment,Paytm,Night,Android,1,0,,Reversed
TXN0000094,2023-01-05 01:49:24,USR17285,USR91030,Pune,Bangalore,44570.58,P2P,GPay,Late Night,Android,1,1,SIM Swap,Reversed
TXN0000095,2023-01-05 02:30:42,USR46905,USR90875,Ahmedabad,Ahmedabad,19736.9,P2M,PhonePe,Late Night,iOS,1,1,Phishing,Reversed
TXN0000096,2023-01-05 03:04:08,USR06314,USR04502,Mumbai,Jaipur,39437.31,P2M,Paytm,Late Night,Feature Phone,0,1,Account Takeover,Success
TXN0000097,2023-01-05 03:17:34,USR21107,USR02925,Delhi,Chennai,4999.0,Bill Payment,Paytm,Late Night,Android,0,1,Phishing,Success
TXN0000098,2023-01-05 04:41:59,USR22733,USR95888,Chennai,Chennai,1375.26,Shopping,PhonePe,Late Night,Android,1,1,SIM Swap,Reversed
TXN0000099,2023-01-05 07:35:59,USR29308,USR08000,Lucknow,Hyderabad,42165.29,P2M,GPay,Morning,iOS,0,0,,Success
TXN0000100,2023-01-05 08:52:54,USR31278,USR23057,Delhi,Kolkata,32406.81,Recharge,GPay,Morning,Android,0,0,,Success
TXN0000101,2023-01-05 08:59:35,USR31322,USR95765,Hyderabad,Delhi,4999.0,P2P,PhonePe,Morning,iOS,1,1,Phishing,Success
TXN0000102,2023-01-05 12:01:14,USR25142,USR39163,Lucknow,Mumbai,711.86,P2P,BHIM,Afternoon,iOS,0,0,,Success
TXN0000103,2023-01-05 15:07:22,USR07446,USR42958,Ahmedabad,Mumbai,47336.66,Shopping,GPay,Afternoon,iOS,0,0,,Reversed
TXN0000104,2023-01-05 15:15:31,USR45322,USR27644,Lucknow,Mumbai,32816.72,Shopping,GPay,Afternoon,Android,0,0,,Success
TXN0000105,2023-01-05 15:16:57,USR01568,USR31376,Hyderabad,Pune,4248.21,P2P,PhonePe,Afternoon,iOS,0,0,,Pending
TXN0000106,2023-01-05 16:06:07,USR17338,USR08831,Ahmedabad,Pune,22390.89,Recharge,GPay,Afternoon,Android,0,0,,Failed
TXN0000107,2023-01-05 16:14:02,USR09546,USR10548,Lucknow,Ahmedabad,10295.85,Recharge,PhonePe,Afternoon,iOS,0,0,,Success
TXN0000108,2023-01-05 18:35:11,USR09606,USR34965,Jaipur,Mumbai,15915.4,P2P,BHIM,Evening,Android,0,0,,Success
TXN0000109,2023-01-05 20:46:15,USR39800,USR05472,Mumbai,Delhi,23542.85,Bill Payment,Paytm,Evening,Android,0,0,,Success
TXN0000110,2023-01-05 21:36:40,USR47781,USR93303,Chennai,Mumbai,45761.54,P2M,BHIM,Night,iOS,1,0,,Failed
TXN0000111,2023-01-05 22:38:11,USR30132,USR07747,Pune,Ahmedabad,39982.31,Recharge,GPay,Night,Android,0,0,,Success
TXN0000112,2023-01-06 02:01:16,USR45007,USR04820,Pune,Delhi,9212.75,Shopping,PhonePe,Late Night,Feature Phone,0,1,SIM Swap,Failed
TXN0000113,2023-01-06 03:49:27,USR21866,USR17560,Pune,Chennai,40250.84,P2M,Amazon Pay,Late Night,Android,0,1,SIM Swap,Success
TXN0000114,2023-01-06 05:16:37,USR07112,USR28475,Delhi,Hyderabad,1599.95,Bill Payment,Amazon Pay,Morning,Android,0,0,,Success
TXN0000115,2023-01-06 08:32:39,USR47123,USR81721,Hyderabad,Hyderabad,42819.71,P2M,BHIM,Morning,iOS,1,0,,Success
TXN0000116,2023-01-06 08:44:13,USR03868,USR45203,Hyderabad,Pune,16306.26,P2P,PhonePe,Morning,Android,0,0,,Success
TXN0000117,2023-01-06 09:28:23,USR42694,USR82842,Hyderabad,Bangalore,15335.27,P2P,PhonePe,Morning,Feature Phone,1,1,Fake QR,Success
TXN0000118,2023-01-06 09:44:12,USR28059,USR47154,Pune,Lucknow,30843.03,Bill Payment,PhonePe,Morning,Feature Phone,0,0,,Success
TXN0000119,2023-01-06 12:03:26,USR10004,USR40508,Delhi,Chennai,638.2,Bill Payment,GPay,Afternoon,Android,0,0,,Success
TXN0000120,2023-01-06 12:07:00,USR22325,USR30647,Lucknow,Kolkata,4214.5,Shopping,PhonePe,Afternoon,Android,0,0,,Success
TXN0000121,2023-01-06 12:12:21,USR24073,USR35482,Mumbai,Bangalore,4431.97,Bill Payment,GPay,Afternoon,Android,0,0,,Success
TXN0000122,2023-01-06 12:32:41,USR37408,USR83739,Bangalore,Kolkata,32834.39,P2P,GPay,Afternoon,Android,1,0,,Success
TXN0000123,2023-01-06 12:40:24,USR43640,USR45433,Mumbai,Hyderabad,47265.6,Shopping,Paytm,Afternoon,iOS,0,0,,Success
TXN0000124,2023-01-06 13:13:01,USR04345,USR17186,Jaipur,Jaipur,40917.81,P2P,GPay,Afternoon,iOS,0,0,,Failed
TXN0000125,2023-01-06 13:22:42,USR11055,USR20046,Lucknow,Mumbai,13857.14,Shopping,GPay,Afternoon,Android,0,0,,Success
TXN0000126,2023-01-06 16:34:02,USR45798,USR38246,Delhi,Kolkata,12415.92,P2P,Paytm,Afternoon,Android,0,0,,Success
TXN0000127,2023-01-06 17:28:51,USR15160,USR07206,Jaipur,Pune,32359.57,P2M,GPay,Evening,Android,0,0,,Success
TXN0000128,2023-01-06 18:38:25,USR29270,USR22344,Delhi,Mumbai,34523.97,P2M,GPay,Evening,Feature Phone,0,0,,Success
TXN0000129,2023-01-06 19:56:31,USR02152,USR82654,Ahmedabad,Lucknow,28926.5,P2P,PhonePe,Evening,iOS,1,0,,Success
TXN0000130,2023-01-06 21:33:56,USR33301,USR45097,Delhi,Pune,41673.44,P2P,GPay,Night,iOS,0,0,,Reversed
TXN0000131,2023-01-06 22:47:50,USR31414,USR45380,Bangalore,Delhi,32818.85,Bill Payment,GPay,Night,iOS,0,0,,Success
TXN0000132,2023-01-06 22:53:30,USR11310,USR93293,Mumbai,Bangalore,48075.54,P2P,Paytm,Night,Android,1,0,,Success
TXN0000133,2023-01-07 01:02:09,USR02147,USR92329,Hyderabad,Jaipur,7780.14,P2M,BHIM,Late Night,iOS,1,1,Fake QR,Success
TXN0000134,2023-01-07 02:11:12,USR22669,USR21406,Lucknow,Mumbai,27038.02,P2M,Paytm,Late Night,iOS,0,1,Phishing,Success
TXN0000135,2023-01-07 02:39:28,USR38889,USR90129,Pune,Mumbai,4999.0,P2M,PhonePe,Late Night,Android,1,1,Social Engineering,Failed
TXN0000136,2023-01-07 04:23:54,USR08961,USR93210,Pune,Pune,25398.53,Bill Payment,GPay,Late Night,Android,1,1,Phishing,Failed
TXN0000137,2023-01-07 05:39:20,USR06860,USR12108,Kolkata,Pune,48773.06,Recharge,Paytm,Morning,Android,0,0,,Success
TXN0000138,2023-01-07 05:44:27,USR08143,USR43098,Mumbai,Delhi,31497.57,P2P,GPay,Morning,Feature Phone,0,0,,Success
TXN0000139,2023-01-07 07:53:51,USR47633,USR12171,Hyderabad,Ahmedabad,2764.03,Bill Payment,Amazon Pay,Morning,Android,0,0,,Success
TXN0000140,2023-01-07 08:24:15,USR45829,USR30751,Bangalore,Kolkata,12244.38,P2M,Paytm,Morning,iOS,0,0,,Success
TXN0000141,2023-01-07 09:14:13,USR21281,USR09167,Chennai,Ahmedabad,27921.54,Shopping,PhonePe,Morning,Feature Phone,0,0,,Success
TXN0000142,2023-01-07 09:15:50,USR49332,USR93762,Kolkata,Bangalore,11672.19,P2P,GPay,Morning,Android,1,0,,Failed
TXN0000143,2023-01-07 10:30:45,USR09582,USR37036,Delhi,Kolkata,6203.83,Bill Payment,GPay,Morning,Android,0,0,,Success
TXN0000144,2023-01-07 12:05:01,USR22888,USR38323,Bangalore,Bangalore,9975.65,P2M,PhonePe,Afternoon,Android,0,0,,Success
TXN0000145,2023-01-07 14:51:48,USR20104,USR84129,Kolkata,Jaipur,24429.71,P2M,BHIM,Afternoon,iOS,1,0,,Success
TXN0000146,2023-01-07 15:39:44,USR45207,USR13241,Kolkata,Kolkata,1977.01,P2P,GPay,Afternoon,iOS,0,0,,Success
TXN0000147,2023-01-07 16:58:30,USR30994,USR38460,Delhi,Hyderabad,10419.93,P2P,GPay,Afternoon,Android,0,0,,Success
TXN0000148,2023-01-07 17:02:54,USR32551,USR86322,Lucknow,Mumbai,34242.53,Recharge,GPay,Evening,Android,1,0,,Success
TXN0000149,2023-01-07 17:06:34,USR43029,USR01485,Ahmedabad,Lucknow,8369.26,Bill Payment,Amazon Pay,Evening,Feature Phone,0,0,,Failed
TXN0000150,2023-01-07 17:27:52,USR39948,USR28447,Delhi,Kolkata,8544.09,P2P,PhonePe,Evening,Android,0,0,,Success
TXN0000151,2023-01-07 17:35:26,USR43042,USR35567,Lucknow,Kolkata,34041.18,Bill Payment,Paytm,Evening,Android,0,0,,Success
TXN0000152,2023-01-07 18:16:25,USR27840,USR49028,Lucknow,Delhi,10605.05,P2P,GPay,Evening,Android,0,0,,Success
TXN0000153,2023-01-07 19:03:45,USR01345,USR43887,Kolkata,Lucknow,39545.64,P2P,Paytm,Evening,Feature Phone,0,0,,Success
TXN0000154,2023-01-07 20:06:36,USR02485,USR84142,Lucknow,Chennai,2278.68,Bill Payment,GPay,Evening,Android,1,0,,Success
TXN0000155,2023-01-07 20:30:30,USR12795,USR09267,Hyderabad,Ahmedabad,30325.88,P2P,GPay,Evening,Android,0,0,,Success
TXN0000156,2023-01-07 23:20:16,USR29794,USR02249,Pune,Jaipur,47691.31,P2P,PhonePe,Night,Android,0,0,,Success
TXN0000157,2023-01-08 00:56:22,USR08272,USR08955,Ahmedabad,Chennai,1737.9,P2M,PhonePe,Late Night,Android,0,0,,Success
TXN0000158,2023-01-08 01:01:38,USR22735,USR20147,Bangalore,Delhi,26600.55,Bill Payment,GPay,Late Night,iOS,0,0,,Success
TXN0000159,2023-01-08 02:05:38,USR43720,USR37327,Ahmedabad,Chennai,30092.62,Recharge,PhonePe,Late Night,Android,0,0,,Success
TXN0000160,2023-01-08 05:51:18,USR10950,USR20855,Jaipur,Kolkata,5662.76,P2P,GPay,Morning,Android,0,0,,Success
TXN0000161,2023-01-08 06:52:40,USR01956,USR84272,Delhi,Lucknow,33218.09,Shopping,PhonePe,Morning,Android,1,0,,Success
TXN0000162,2023-01-08 07:44:45,USR44529,USR90012,Ahmedabad,Jaipur,25489.65,P2M,Paytm,Morning,iOS,1,1,Fake QR,Success
TXN0000163,2023-01-08 08:48:17,USR40018,USR07740,Kolkata,Ahmedabad,34412.1,Recharge,GPay,Morning,Android,0,0,,Success
TXN0000164,2023-01-08 09:49:34,USR01384,USR87131,Kolkata,Hyderabad,47284.77,P2P,GPay,Morning,Feature Phone,1,0,,Success
TXN0000165,2023-01-08 09:51:47,USR45309,USR38641,Chennai,Bangalore,49997.19,Recharge,PhonePe,Morning,Android,0,0,,Failed
TXN0000166,2023-01-08 10:55:29,USR26396,USR25437,Jaipur,Ahmedabad,33553.21,P2P,Paytm,Morning,Android,0,0,,Success
TXN0000167,2023-01-08 10:59:45,USR38203,USR07396,Pune,Bangalore,27448.77,Recharge,Amazon Pay,Morning,iOS,0,0,,Success
TXN0000168,2023-01-08 11:44:05,USR14773,USR96372,Mumbai,Lucknow,41701.47,Recharge,GPay,Morning,Android,1,0,,Success
TXN0000169,2023-01-08 12:38:33,USR39600,USR44845,Lucknow,Mumbai,37583.74,P2M,GPay,Afternoon,Android,0,0,,Success
TXN0000170,2023-01-08 12:51:26,USR21927,USR49123,Lucknow,Delhi,41083.11,Recharge,GPay,Afternoon,Feature Phone,0,0,,Success
TXN0000171,2023-01-08 13:11:42,USR21617,USR25212,Delhi,Jaipur,19288.31,P2M,GPay,Afternoon,iOS,0,0,,Success
TXN0000172,2023-01-08 13:18:07,USR07515,USR07694,Ahmedabad,Lucknow,45295.25,P2P,GPay,Afternoon,Android,0,0,,Success
TXN0000173,2023-01-08 16:42:53,USR31610,USR89481,Jaipur,Bangalore,45865.35,Bill Payment,Paytm,Afternoon,iOS,1,0,,Success
TXN0000174,2023-01-08 17:00:41,USR39528,USR31789,Bangalore,Pune,7513.71,Recharge,GPay,Evening,Android,0,0,,Success
TXN0000175,2023-01-08 17:01:22,USR01767,USR46645,Lucknow,Delhi,23936.51,Bill Payment,Paytm,Evening,Android,0,0,,Success
TXN0000176,2023-01-08 17:23:12,USR16186,USR48150,Delhi,Jaipur,13913.6,Bill Payment,Paytm,Evening,Android,0,1,SIM Swap,Success
TXN0000177,2023-01-08 17:44:37,USR42370,USR29596,Mumbai,Lucknow,9118.75,P2P,PhonePe,Evening,iOS,0,0,,Success
TXN0000178,2023-01-08 17:58:36,USR24903,USR04336,Pune,Lucknow,14486.66,Recharge,PhonePe,Evening,Feature Phone,0,0,,Success
TXN0000179,2023-01-08 18:33:07,USR29083,USR32790,Bangalore,Bangalore,5101.77,P2M,PhonePe,Evening,iOS,0,0,,Pending
TXN0000180,2023-01-08 18:34:50,USR33990,USR31891,Delhi,Mumbai,37653.51,P2P,GPay,Evening,iOS,0,0,,Success
TXN0000181,2023-01-08 18:37:23,USR19241,USR08084,Bangalore,Ahmedabad,1202.05,Bill Payment,BHIM,Evening,Android,0,0,,Failed
TXN0000182,2023-01-08 20:21:34,USR25623,USR97952,Delhi,Delhi,8393.27,Recharge,GPay,Evening,Android,1,0,,Success
TXN0000183,2023-01-08 20:56:43,USR42860,USR08993,Ahmedabad,Ahmedabad,41695.97,Bill Payment,Amazon Pay,Evening,Feature Phone,0,0,,Reversed
TXN0000184,2023-01-08 21:37:50,USR40999,USR17291,Hyderabad,Pune,7073.46,P2M,PhonePe,Night,Android,0,0,,Success
TXN0000185,2023-01-08 22:27:44,USR15576,USR40673,Lucknow,Ahmedabad,33986.25,P2P,Paytm,Night,Android,0,0,,Success
TXN0000186,2023-01-09 00:58:11,USR20476,USR01010,Jaipur,Pune,33198.94,P2P,GPay,Late Night,iOS,0,0,,Success
